group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,power of power,10000,,,62655400.0,ns,1
timelock,power of power,10000,,,55851200.0,ns,1
timelock,power of power,10000,,,55727300.0,ns,1
timelock,power of power,10000,,,56036500.0,ns,1
timelock,power of power,10000,,,54930000.0,ns,1
timelock,power of power,10000,,,55113200.0,ns,1
timelock,power of power,10000,,,55171200.0,ns,1
timelock,power of power,10000,,,54783500.0,ns,1
timelock,power of power,10000,,,56348400.0,ns,1
timelock,power of power,10000,,,54787700.0,ns,1
timelock,power of power,10000,,,55090700.0,ns,1
timelock,power of power,10000,,,55626200.0,ns,1
timelock,power of power,10000,,,54769200.0,ns,1
timelock,power of power,10000,,,54621000.0,ns,1
timelock,power of power,10000,,,55086200.0,ns,1
timelock,power of power,10000,,,55074600.0,ns,1
timelock,power of power,10000,,,56064600.0,ns,1
timelock,power of power,10000,,,54889700.0,ns,1
timelock,power of power,10000,,,55488100.0,ns,1
timelock,power of power,10000,,,55610100.0,ns,1
timelock,power of power,10000,,,55583900.0,ns,1
timelock,power of power,10000,,,56069600.0,ns,1
timelock,power of power,10000,,,54691100.0,ns,1
timelock,power of power,10000,,,55315400.0,ns,1
timelock,power of power,10000,,,56530500.0,ns,1
timelock,power of power,10000,,,54790900.0,ns,1
timelock,power of power,10000,,,54703500.0,ns,1
timelock,power of power,10000,,,54889600.0,ns,1
timelock,power of power,10000,,,55161900.0,ns,1
timelock,power of power,10000,,,55971300.0,ns,1
timelock,power of power,10000,,,54743100.0,ns,1
timelock,power of power,10000,,,54843500.0,ns,1
timelock,power of power,10000,,,54768100.0,ns,1
timelock,power of power,10000,,,55103100.0,ns,1
timelock,power of power,10000,,,55175900.0,ns,1
timelock,power of power,10000,,,54780700.0,ns,1
timelock,power of power,10000,,,54740800.0,ns,1
timelock,power of power,10000,,,55885800.0,ns,1
timelock,power of power,10000,,,54746200.0,ns,1
timelock,power of power,10000,,,54716300.0,ns,1
timelock,power of power,10000,,,54767100.0,ns,1
timelock,power of power,10000,,,54758400.0,ns,1
timelock,power of power,10000,,,55982000.0,ns,1
timelock,power of power,10000,,,54983000.0,ns,1
timelock,power of power,10000,,,55001600.0,ns,1
timelock,power of power,10000,,,54873100.0,ns,1
timelock,power of power,10000,,,54963800.0,ns,1
timelock,power of power,10000,,,54787900.0,ns,1
timelock,power of power,10000,,,54976300.0,ns,1
timelock,power of power,10000,,,54764200.0,ns,1
timelock,power of power,10000,,,55887300.0,ns,1
timelock,power of power,10000,,,54846400.0,ns,1
timelock,power of power,10000,,,55071400.0,ns,1
timelock,power of power,10000,,,54859500.0,ns,1
timelock,power of power,10000,,,54827200.0,ns,1
timelock,power of power,10000,,,56215200.0,ns,1
timelock,power of power,10000,,,54775000.0,ns,1
timelock,power of power,10000,,,54734800.0,ns,1
timelock,power of power,10000,,,55958000.0,ns,1
timelock,power of power,10000,,,54666700.0,ns,1
timelock,power of power,10000,,,54717000.0,ns,1
timelock,power of power,10000,,,55123600.0,ns,1
timelock,power of power,10000,,,56077900.0,ns,1
timelock,power of power,10000,,,57086500.0,ns,1
timelock,power of power,10000,,,55417600.0,ns,1
timelock,power of power,10000,,,55704300.0,ns,1
timelock,power of power,10000,,,54973400.0,ns,1
timelock,power of power,10000,,,54784300.0,ns,1
timelock,power of power,10000,,,55633400.0,ns,1
timelock,power of power,10000,,,54876300.0,ns,1
timelock,power of power,10000,,,54786800.0,ns,1
timelock,power of power,10000,,,54776600.0,ns,1
timelock,power of power,10000,,,55215800.0,ns,1
timelock,power of power,10000,,,55944900.0,ns,1
timelock,power of power,10000,,,55279100.0,ns,1
timelock,power of power,10000,,,54925900.0,ns,1
timelock,power of power,10000,,,56003700.0,ns,1
timelock,power of power,10000,,,54957200.0,ns,1
timelock,power of power,10000,,,54786900.0,ns,1
timelock,power of power,10000,,,55055500.0,ns,1
timelock,power of power,10000,,,55080600.0,ns,1
timelock,power of power,10000,,,56610300.0,ns,1
timelock,power of power,10000,,,56599200.0,ns,1
timelock,power of power,10000,,,55111800.0,ns,1
timelock,power of power,10000,,,54806900.0,ns,1
timelock,power of power,10000,,,54759200.0,ns,1
timelock,power of power,10000,,,55325000.0,ns,1
timelock,power of power,10000,,,54707400.0,ns,1
timelock,power of power,10000,,,54712100.0,ns,1
timelock,power of power,10000,,,55969000.0,ns,1
timelock,power of power,10000,,,54766700.0,ns,1
timelock,power of power,10000,,,55048100.0,ns,1
timelock,power of power,10000,,,54800500.0,ns,1
timelock,power of power,10000,,,55025600.0,ns,1
timelock,power of power,10000,,,56073100.0,ns,1
timelock,power of power,10000,,,54849100.0,ns,1
timelock,power of power,10000,,,55089400.0,ns,1
timelock,power of power,10000,,,54739800.0,ns,1
timelock,power of power,10000,,,56295300.0,ns,1
timelock,power of power,10000,,,55894300.0,ns,1
