group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,square t times,40000,,,327494300.0,ns,1
timelock,square t times,40000,,,325370500.0,ns,1
timelock,square t times,40000,,,332826000.0,ns,1
timelock,square t times,40000,,,333556500.0,ns,1
timelock,square t times,40000,,,328555900.0,ns,1
timelock,square t times,40000,,,324895800.0,ns,1
timelock,square t times,40000,,,323990400.0,ns,1
timelock,square t times,40000,,,326789900.0,ns,1
timelock,square t times,40000,,,331184200.0,ns,1
timelock,square t times,40000,,,322715800.0,ns,1
timelock,square t times,40000,,,325617900.0,ns,1
timelock,square t times,40000,,,325027900.0,ns,1
timelock,square t times,40000,,,324761800.0,ns,1
timelock,square t times,40000,,,323956600.0,ns,1
timelock,square t times,40000,,,325137600.0,ns,1
timelock,square t times,40000,,,326969100.0,ns,1
timelock,square t times,40000,,,325347300.0,ns,1
timelock,square t times,40000,,,333869800.0,ns,1
timelock,square t times,40000,,,326028900.0,ns,1
timelock,square t times,40000,,,324855000.0,ns,1
timelock,square t times,40000,,,327585900.0,ns,1
timelock,square t times,40000,,,333712000.0,ns,1
timelock,square t times,40000,,,331199900.0,ns,1
timelock,square t times,40000,,,323741500.0,ns,1
timelock,square t times,40000,,,324928800.0,ns,1
timelock,square t times,40000,,,325315400.0,ns,1
timelock,square t times,40000,,,325789100.0,ns,1
timelock,square t times,40000,,,332607500.0,ns,1
timelock,square t times,40000,,,332035600.0,ns,1
timelock,square t times,40000,,,333338400.0,ns,1
timelock,square t times,40000,,,324600700.0,ns,1
timelock,square t times,40000,,,324793200.0,ns,1
timelock,square t times,40000,,,332408600.0,ns,1
timelock,square t times,40000,,,332988500.0,ns,1
timelock,square t times,40000,,,331764100.0,ns,1
timelock,square t times,40000,,,323974600.0,ns,1
timelock,square t times,40000,,,324852700.0,ns,1
timelock,square t times,40000,,,329357000.0,ns,1
timelock,square t times,40000,,,325525900.0,ns,1
timelock,square t times,40000,,,332984900.0,ns,1
timelock,square t times,40000,,,333163400.0,ns,1
timelock,square t times,40000,,,332204700.0,ns,1
timelock,square t times,40000,,,332375900.0,ns,1
timelock,square t times,40000,,,331692700.0,ns,1
timelock,square t times,40000,,,323903700.0,ns,1
timelock,square t times,40000,,,324336000.0,ns,1
timelock,square t times,40000,,,324872400.0,ns,1
timelock,square t times,40000,,,325137600.0,ns,1
timelock,square t times,40000,,,332530300.0,ns,1
timelock,square t times,40000,,,334896700.0,ns,1
timelock,square t times,40000,,,332595600.0,ns,1
timelock,square t times,40000,,,323889400.0,ns,1
timelock,square t times,40000,,,325858000.0,ns,1
timelock,square t times,40000,,,323769000.0,ns,1
timelock,square t times,40000,,,325383300.0,ns,1
timelock,square t times,40000,,,334043800.0,ns,1
timelock,square t times,40000,,,331578400.0,ns,1
timelock,square t times,40000,,,322367000.0,ns,1
timelock,square t times,40000,,,324492400.0,ns,1
timelock,square t times,40000,,,325208900.0,ns,1
timelock,square t times,40000,,,324567500.0,ns,1
timelock,square t times,40000,,,324890600.0,ns,1
timelock,square t times,40000,,,325800900.0,ns,1
timelock,square t times,40000,,,331281200.0,ns,1
timelock,square t times,40000,,,325190000.0,ns,1
timelock,square t times,40000,,,323814900.0,ns,1
timelock,square t times,40000,,,322961400.0,ns,1
timelock,square t times,40000,,,326254600.0,ns,1
timelock,square t times,40000,,,329006300.0,ns,1
timelock,square t times,40000,,,332895300.0,ns,1
timelock,square t times,40000,,,323765200.0,ns,1
timelock,square t times,40000,,,325790900.0,ns,1
timelock,square t times,40000,,,332810800.0,ns,1
timelock,square t times,40000,,,332748400.0,ns,1
timelock,square t times,40000,,,333404500.0,ns,1
timelock,square t times,40000,,,327921800.0,ns,1
timelock,square t times,40000,,,324254300.0,ns,1
timelock,square t times,40000,,,326296800.0,ns,1
timelock,square t times,40000,,,325021400.0,ns,1
timelock,square t times,40000,,,325366800.0,ns,1
timelock,square t times,40000,,,327184400.0,ns,1
timelock,square t times,40000,,,323791000.0,ns,1
timelock,square t times,40000,,,325174000.0,ns,1
timelock,square t times,40000,,,324068600.0,ns,1
timelock,square t times,40000,,,327754600.0,ns,1
timelock,square t times,40000,,,331595600.0,ns,1
timelock,square t times,40000,,,333208100.0,ns,1
timelock,square t times,40000,,,324951200.0,ns,1
timelock,square t times,40000,,,323318500.0,ns,1
timelock,square t times,40000,,,326544200.0,ns,1
timelock,square t times,40000,,,325162100.0,ns,1
timelock,square t times,40000,,,323879200.0,ns,1
timelock,square t times,40000,,,325098900.0,ns,1
timelock,square t times,40000,,,325893700.0,ns,1
timelock,square t times,40000,,,322939000.0,ns,1
timelock,square t times,40000,,,323339100.0,ns,1
timelock,square t times,40000,,,324671600.0,ns,1
timelock,square t times,40000,,,325156500.0,ns,1
timelock,square t times,40000,,,328280400.0,ns,1
timelock,square t times,40000,,,324018100.0,ns,1
