group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,power of power,60000,,,57123800.0,ns,1
timelock,power of power,60000,,,56081000.0,ns,1
timelock,power of power,60000,,,55888500.0,ns,1
timelock,power of power,60000,,,55347000.0,ns,1
timelock,power of power,60000,,,53870500.0,ns,1
timelock,power of power,60000,,,54295200.0,ns,1
timelock,power of power,60000,,,55287600.0,ns,1
timelock,power of power,60000,,,55754500.0,ns,1
timelock,power of power,60000,,,54896200.0,ns,1
timelock,power of power,60000,,,54217700.0,ns,1
timelock,power of power,60000,,,55032100.0,ns,1
timelock,power of power,60000,,,55123200.0,ns,1
timelock,power of power,60000,,,56928400.0,ns,1
timelock,power of power,60000,,,55046200.0,ns,1
timelock,power of power,60000,,,54748800.0,ns,1
timelock,power of power,60000,,,56406500.0,ns,1
timelock,power of power,60000,,,54644300.0,ns,1
timelock,power of power,60000,,,55056800.0,ns,1
timelock,power of power,60000,,,54654000.0,ns,1
timelock,power of power,60000,,,55113600.0,ns,1
timelock,power of power,60000,,,55394500.0,ns,1
timelock,power of power,60000,,,54466900.0,ns,1
timelock,power of power,60000,,,54139900.0,ns,1
timelock,power of power,60000,,,53955700.0,ns,1
timelock,power of power,60000,,,53921300.0,ns,1
timelock,power of power,60000,,,56238300.0,ns,1
timelock,power of power,60000,,,55286000.0,ns,1
timelock,power of power,60000,,,54752700.0,ns,1
timelock,power of power,60000,,,55114200.0,ns,1
timelock,power of power,60000,,,54820000.0,ns,1
timelock,power of power,60000,,,56185700.0,ns,1
timelock,power of power,60000,,,54848500.0,ns,1
timelock,power of power,60000,,,54762900.0,ns,1
timelock,power of power,60000,,,55249900.0,ns,1
timelock,power of power,60000,,,54463700.0,ns,1
timelock,power of power,60000,,,55257100.0,ns,1
timelock,power of power,60000,,,54679500.0,ns,1
timelock,power of power,60000,,,54817100.0,ns,1
timelock,power of power,60000,,,55950100.0,ns,1
timelock,power of power,60000,,,54913700.0,ns,1
timelock,power of power,60000,,,55134900.0,ns,1
timelock,power of power,60000,,,54792000.0,ns,1
timelock,power of power,60000,,,54527400.0,ns,1
timelock,power of power,60000,,,55207700.0,ns,1
timelock,power of power,60000,,,55292400.0,ns,1
timelock,power of power,60000,,,54738200.0,ns,1
timelock,power of power,60000,,,55935800.0,ns,1
timelock,power of power,60000,,,54359300.0,ns,1
timelock,power of power,60000,,,53985900.0,ns,1
timelock,power of power,60000,,,53958500.0,ns,1
timelock,power of power,60000,,,54325500.0,ns,1
timelock,power of power,60000,,,55949000.0,ns,1
timelock,power of power,60000,,,54771900.0,ns,1
timelock,power of power,60000,,,53926300.0,ns,1
timelock,power of power,60000,,,55320800.0,ns,1
timelock,power of power,60000,,,55006100.0,ns,1
timelock,power of power,60000,,,54829600.0,ns,1
timelock,power of power,60000,,,55150000.0,ns,1
timelock,power of power,60000,,,55192100.0,ns,1
timelock,power of power,60000,,,56220700.0,ns,1
timelock,power of power,60000,,,54871700.0,ns,1
timelock,power of power,60000,,,54911900.0,ns,1
timelock,power of power,60000,,,55035800.0,ns,1
timelock,power of power,60000,,,54935900.0,ns,1
timelock,power of power,60000,,,56287200.0,ns,1
timelock,power of power,60000,,,54770000.0,ns,1
timelock,power of power,60000,,,54729000.0,ns,1
timelock,power of power,60000,,,55195400.0,ns,1
timelock,power of power,60000,,,54274200.0,ns,1
timelock,power of power,60000,,,54678800.0,ns,1
timelock,power of power,60000,,,54862800.0,ns,1
timelock,power of power,60000,,,54105000.0,ns,1
timelock,power of power,60000,,,56133000.0,ns,1
timelock,power of power,60000,,,55158400.0,ns,1
timelock,power of power,60000,,,54858700.0,ns,1
timelock,power of power,60000,,,54841700.0,ns,1
timelock,power of power,60000,,,54297000.0,ns,1
timelock,power of power,60000,,,55417400.0,ns,1
timelock,power of power,60000,,,55112700.0,ns,1
timelock,power of power,60000,,,54748800.0,ns,1
timelock,power of power,60000,,,55384100.0,ns,1
timelock,power of power,60000,,,53906100.0,ns,1
timelock,power of power,60000,,,54370400.0,ns,1
timelock,power of power,60000,,,55400000.0,ns,1
timelock,power of power,60000,,,54746300.0,ns,1
timelock,power of power,60000,,,55697800.0,ns,1
timelock,power of power,60000,,,54111200.0,ns,1
timelock,power of power,60000,,,54098200.0,ns,1
timelock,power of power,60000,,,54614200.0,ns,1
timelock,power of power,60000,,,54688100.0,ns,1
timelock,power of power,60000,,,54904000.0,ns,1
timelock,power of power,60000,,,54718600.0,ns,1
timelock,power of power,60000,,,55027200.0,ns,1
timelock,power of power,60000,,,56184500.0,ns,1
timelock,power of power,60000,,,54612100.0,ns,1
timelock,power of power,60000,,,54127700.0,ns,1
timelock,power of power,60000,,,54066600.0,ns,1
timelock,power of power,60000,,,54007400.0,ns,1
timelock,power of power,60000,,,55233400.0,ns,1
timelock,power of power,60000,,,54289500.0,ns,1
