group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,power of power,120000,,,54939500.0,ns,1
timelock,power of power,120000,,,54907100.0,ns,1
timelock,power of power,120000,,,55133800.0,ns,1
timelock,power of power,120000,,,55010700.0,ns,1
timelock,power of power,120000,,,55722400.0,ns,1
timelock,power of power,120000,,,55581600.0,ns,1
timelock,power of power,120000,,,54804700.0,ns,1
timelock,power of power,120000,,,55885600.0,ns,1
timelock,power of power,120000,,,54926500.0,ns,1
timelock,power of power,120000,,,54745200.0,ns,1
timelock,power of power,120000,,,54895700.0,ns,1
timelock,power of power,120000,,,54771700.0,ns,1
timelock,power of power,120000,,,56215900.0,ns,1
timelock,power of power,120000,,,54739000.0,ns,1
timelock,power of power,120000,,,54869300.0,ns,1
timelock,power of power,120000,,,55968500.0,ns,1
timelock,power of power,120000,,,54650600.0,ns,1
timelock,power of power,120000,,,54824300.0,ns,1
timelock,power of power,120000,,,54656000.0,ns,1
timelock,power of power,120000,,,55062300.0,ns,1
timelock,power of power,120000,,,56331000.0,ns,1
timelock,power of power,120000,,,55202700.0,ns,1
timelock,power of power,120000,,,55804600.0,ns,1
timelock,power of power,120000,,,55888200.0,ns,1
timelock,power of power,120000,,,54712000.0,ns,1
timelock,power of power,120000,,,55784400.0,ns,1
timelock,power of power,120000,,,54882200.0,ns,1
timelock,power of power,120000,,,54811300.0,ns,1
timelock,power of power,120000,,,54955600.0,ns,1
timelock,power of power,120000,,,54700400.0,ns,1
timelock,power of power,120000,,,56492300.0,ns,1
timelock,power of power,120000,,,55278900.0,ns,1
timelock,power of power,120000,,,54818100.0,ns,1
timelock,power of power,120000,,,56087800.0,ns,1
timelock,power of power,120000,,,54806500.0,ns,1
timelock,power of power,120000,,,54818300.0,ns,1
timelock,power of power,120000,,,54860000.0,ns,1
timelock,power of power,120000,,,54825300.0,ns,1
timelock,power of power,120000,,,56741800.0,ns,1
timelock,power of power,120000,,,55451300.0,ns,1
timelock,power of power,120000,,,55694400.0,ns,1
timelock,power of power,120000,,,55844000.0,ns,1
timelock,power of power,120000,,,54887800.0,ns,1
timelock,power of power,120000,,,55265900.0,ns,1
timelock,power of power,120000,,,54892900.0,ns,1
timelock,power of power,120000,,,54660000.0,ns,1
timelock,power of power,120000,,,56026500.0,ns,1
timelock,power of power,120000,,,54756900.0,ns,1
timelock,power of power,120000,,,54916000.0,ns,1
timelock,power of power,120000,,,54934000.0,ns,1
timelock,power of power,120000,,,54909400.0,ns,1
timelock,power of power,120000,,,55916400.0,ns,1
timelock,power of power,120000,,,55177600.0,ns,1
timelock,power of power,120000,,,54891200.0,ns,1
timelock,power of power,120000,,,54857700.0,ns,1
timelock,power of power,120000,,,54767200.0,ns,1
timelock,power of power,120000,,,55120600.0,ns,1
timelock,power of power,120000,,,55533500.0,ns,1
timelock,power of power,120000,,,55620200.0,ns,1
timelock,power of power,120000,,,57133200.0,ns,1
timelock,power of power,120000,,,55046500.0,ns,1
timelock,power of power,120000,,,54686700.0,ns,1
timelock,power of power,120000,,,54768200.0,ns,1
timelock,power of power,120000,,,54858800.0,ns,1
timelock,power of power,120000,,,56169800.0,ns,1
timelock,power of power,120000,,,54794500.0,ns,1
timelock,power of power,120000,,,54801400.0,ns,1
timelock,power of power,120000,,,55608200.0,ns,1
timelock,power of power,120000,,,54932000.0,ns,1
timelock,power of power,120000,,,54816400.0,ns,1
timelock,power of power,120000,,,54763400.0,ns,1
timelock,power of power,120000,,,54821100.0,ns,1
timelock,power of power,120000,,,56039200.0,ns,1
timelock,power of power,120000,,,54692900.0,ns,1
timelock,power of power,120000,,,54865700.0,ns,1
timelock,power of power,120000,,,54707600.0,ns,1
timelock,power of power,120000,,,54710800.0,ns,1
timelock,power of power,120000,,,55961700.0,ns,1
timelock,power of power,120000,,,54848500.0,ns,1
timelock,power of power,120000,,,54803400.0,ns,1
timelock,power of power,120000,,,56744600.0,ns,1
timelock,power of power,120000,,,54857400.0,ns,1
timelock,power of power,120000,,,54750900.0,ns,1
timelock,power of power,120000,,,54797800.0,ns,1
timelock,power of power,120000,,,54640800.0,ns,1
timelock,power of power,120000,,,56026100.0,ns,1
timelock,power of power,120000,,,54745200.0,ns,1
timelock,power of power,120000,,,54940400.0,ns,1
timelock,power of power,120000,,,54805500.0,ns,1
timelock,power of power,120000,,,54808300.0,ns,1
timelock,power of power,120000,,,54922800.0,ns,1
timelock,power of power,120000,,,54713700.0,ns,1
timelock,power of power,120000,,,54859700.0,ns,1
timelock,power of power,120000,,,55920000.0,ns,1
timelock,power of power,120000,,,54829000.0,ns,1
timelock,power of power,120000,,,54680400.0,ns,1
timelock,power of power,120000,,,54954100.0,ns,1
timelock,power of power,120000,,,54774400.0,ns,1
timelock,power of power,120000,,,55946900.0,ns,1
timelock,power of power,120000,,,54781400.0,ns,1
