group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,square t times,100000,,,820887000.0,ns,1
timelock,square t times,100000,,,818064800.0,ns,1
timelock,square t times,100000,,,822946600.0,ns,1
timelock,square t times,100000,,,806513600.0,ns,1
timelock,square t times,100000,,,810337200.0,ns,1
timelock,square t times,100000,,,811371800.0,ns,1
timelock,square t times,100000,,,814879700.0,ns,1
timelock,square t times,100000,,,814128800.0,ns,1
timelock,square t times,100000,,,810087800.0,ns,1
timelock,square t times,100000,,,816315600.0,ns,1
timelock,square t times,100000,,,832285600.0,ns,1
timelock,square t times,100000,,,831142500.0,ns,1
timelock,square t times,100000,,,819632200.0,ns,1
timelock,square t times,100000,,,811569800.0,ns,1
timelock,square t times,100000,,,813528000.0,ns,1
timelock,square t times,100000,,,818728900.0,ns,1
timelock,square t times,100000,,,830729100.0,ns,1
timelock,square t times,100000,,,811627700.0,ns,1
timelock,square t times,100000,,,815729900.0,ns,1
timelock,square t times,100000,,,814623200.0,ns,1
timelock,square t times,100000,,,813296100.0,ns,1
timelock,square t times,100000,,,814448000.0,ns,1
timelock,square t times,100000,,,813894600.0,ns,1
timelock,square t times,100000,,,817457400.0,ns,1
timelock,square t times,100000,,,814663500.0,ns,1
timelock,square t times,100000,,,830363500.0,ns,1
timelock,square t times,100000,,,813111500.0,ns,1
timelock,square t times,100000,,,813449800.0,ns,1
timelock,square t times,100000,,,823351200.0,ns,1
timelock,square t times,100000,,,834801500.0,ns,1
timelock,square t times,100000,,,830776900.0,ns,1
timelock,square t times,100000,,,812108500.0,ns,1
timelock,square t times,100000,,,819748200.0,ns,1
timelock,square t times,100000,,,816324200.0,ns,1
timelock,square t times,100000,,,816050600.0,ns,1
timelock,square t times,100000,,,833806000.0,ns,1
timelock,square t times,100000,,,828621700.0,ns,1
timelock,square t times,100000,,,833755800.0,ns,1
timelock,square t times,100000,,,812479400.0,ns,1
timelock,square t times,100000,,,811233300.0,ns,1
timelock,square t times,100000,,,835296700.0,ns,1
timelock,square t times,100000,,,832412200.0,ns,1
timelock,square t times,100000,,,831989100.0,ns,1
timelock,square t times,100000,,,810039100.0,ns,1
timelock,square t times,100000,,,815095300.0,ns,1
timelock,square t times,100000,,,815147500.0,ns,1
timelock,square t times,100000,,,814589800.0,ns,1
timelock,square t times,100000,,,832502200.0,ns,1
timelock,square t times,100000,,,834472300.0,ns,1
timelock,square t times,100000,,,832806600.0,ns,1
timelock,square t times,100000,,,832350400.0,ns,1
timelock,square t times,100000,,,832167900.0,ns,1
timelock,square t times,100000,,,810160700.0,ns,1
timelock,square t times,100000,,,812973900.0,ns,1
timelock,square t times,100000,,,812119400.0,ns,1
timelock,square t times,100000,,,813377300.0,ns,1
timelock,square t times,100000,,,834356600.0,ns,1
timelock,square t times,100000,,,835125900.0,ns,1
timelock,square t times,100000,,,834527100.0,ns,1
timelock,square t times,100000,,,812199400.0,ns,1
timelock,square t times,100000,,,813250600.0,ns,1
timelock,square t times,100000,,,809976400.0,ns,1
timelock,square t times,100000,,,815226700.0,ns,1
timelock,square t times,100000,,,836152900.0,ns,1
timelock,square t times,100000,,,831991600.0,ns,1
timelock,square t times,100000,,,807601700.0,ns,1
timelock,square t times,100000,,,812152800.0,ns,1
timelock,square t times,100000,,,813063000.0,ns,1
timelock,square t times,100000,,,814564900.0,ns,1
timelock,square t times,100000,,,815198700.0,ns,1
timelock,square t times,100000,,,814564400.0,ns,1
timelock,square t times,100000,,,829736000.0,ns,1
timelock,square t times,100000,,,816139000.0,ns,1
timelock,square t times,100000,,,810562500.0,ns,1
timelock,square t times,100000,,,809310800.0,ns,1
timelock,square t times,100000,,,821665700.0,ns,1
timelock,square t times,100000,,,824595700.0,ns,1
timelock,square t times,100000,,,834561000.0,ns,1
timelock,square t times,100000,,,806623100.0,ns,1
timelock,square t times,100000,,,809751800.0,ns,1
timelock,square t times,100000,,,826629400.0,ns,1
timelock,square t times,100000,,,828811900.0,ns,1
timelock,square t times,100000,,,826205700.0,ns,1
timelock,square t times,100000,,,815284400.0,ns,1
timelock,square t times,100000,,,805868700.0,ns,1
timelock,square t times,100000,,,806181600.0,ns,1
timelock,square t times,100000,,,807307500.0,ns,1
timelock,square t times,100000,,,810689200.0,ns,1
timelock,square t times,100000,,,812813600.0,ns,1
timelock,square t times,100000,,,802942000.0,ns,1
timelock,square t times,100000,,,816281500.0,ns,1
timelock,square t times,100000,,,802314600.0,ns,1
timelock,square t times,100000,,,808313900.0,ns,1
timelock,square t times,100000,,,826116000.0,ns,1
timelock,square t times,100000,,,830940500.0,ns,1
timelock,square t times,100000,,,808702600.0,ns,1
timelock,square t times,100000,,,806421000.0,ns,1
timelock,square t times,100000,,,810588600.0,ns,1
timelock,square t times,100000,,,812978600.0,ns,1
timelock,square t times,100000,,,807296900.0,ns,1
