group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,power of power,40000,,,57692200.0,ns,1
timelock,power of power,40000,,,56018500.0,ns,1
timelock,power of power,40000,,,55816200.0,ns,1
timelock,power of power,40000,,,56098600.0,ns,1
timelock,power of power,40000,,,57357300.0,ns,1
timelock,power of power,40000,,,55907900.0,ns,1
timelock,power of power,40000,,,55756400.0,ns,1
timelock,power of power,40000,,,56972700.0,ns,1
timelock,power of power,40000,,,55627400.0,ns,1
timelock,power of power,40000,,,55803700.0,ns,1
timelock,power of power,40000,,,55718800.0,ns,1
timelock,power of power,40000,,,55705900.0,ns,1
timelock,power of power,40000,,,56294200.0,ns,1
timelock,power of power,40000,,,56309000.0,ns,1
timelock,power of power,40000,,,55054300.0,ns,1
timelock,power of power,40000,,,55793300.0,ns,1
timelock,power of power,40000,,,55727900.0,ns,1
timelock,power of power,40000,,,56679100.0,ns,1
timelock,power of power,40000,,,56008900.0,ns,1
timelock,power of power,40000,,,55702000.0,ns,1
timelock,power of power,40000,,,55847900.0,ns,1
timelock,power of power,40000,,,55873800.0,ns,1
timelock,power of power,40000,,,56320100.0,ns,1
timelock,power of power,40000,,,55024400.0,ns,1
timelock,power of power,40000,,,54860400.0,ns,1
timelock,power of power,40000,,,56102700.0,ns,1
timelock,power of power,40000,,,54772800.0,ns,1
timelock,power of power,40000,,,54874300.0,ns,1
timelock,power of power,40000,,,54850500.0,ns,1
timelock,power of power,40000,,,54482700.0,ns,1
timelock,power of power,40000,,,55639700.0,ns,1
timelock,power of power,40000,,,54808000.0,ns,1
timelock,power of power,40000,,,55686600.0,ns,1
timelock,power of power,40000,,,54908000.0,ns,1
timelock,power of power,40000,,,55163100.0,ns,1
timelock,power of power,40000,,,56360000.0,ns,1
timelock,power of power,40000,,,56073800.0,ns,1
timelock,power of power,40000,,,57681500.0,ns,1
timelock,power of power,40000,,,57582600.0,ns,1
timelock,power of power,40000,,,55888700.0,ns,1
timelock,power of power,40000,,,55771000.0,ns,1
timelock,power of power,40000,,,55850300.0,ns,1
timelock,power of power,40000,,,54921200.0,ns,1
timelock,power of power,40000,,,56449100.0,ns,1
timelock,power of power,40000,,,55141500.0,ns,1
timelock,power of power,40000,,,54970900.0,ns,1
timelock,power of power,40000,,,55131900.0,ns,1
timelock,power of power,40000,,,55552000.0,ns,1
timelock,power of power,40000,,,55360800.0,ns,1
timelock,power of power,40000,,,55790900.0,ns,1
timelock,power of power,40000,,,55554300.0,ns,1
timelock,power of power,40000,,,56423700.0,ns,1
timelock,power of power,40000,,,54675800.0,ns,1
timelock,power of power,40000,,,54769000.0,ns,1
timelock,power of power,40000,,,54840500.0,ns,1
timelock,power of power,40000,,,55180300.0,ns,1
timelock,power of power,40000,,,56325000.0,ns,1
timelock,power of power,40000,,,55004100.0,ns,1
timelock,power of power,40000,,,54779500.0,ns,1
timelock,power of power,40000,,,55535900.0,ns,1
timelock,power of power,40000,,,54487500.0,ns,1
timelock,power of power,40000,,,54868900.0,ns,1
timelock,power of power,40000,,,54888700.0,ns,1
timelock,power of power,40000,,,55155200.0,ns,1
timelock,power of power,40000,,,55968700.0,ns,1
timelock,power of power,40000,,,55361300.0,ns,1
timelock,power of power,40000,,,54858900.0,ns,1
timelock,power of power,40000,,,55046700.0,ns,1
timelock,power of power,40000,,,54660600.0,ns,1
timelock,power of power,40000,,,56007600.0,ns,1
timelock,power of power,40000,,,55162700.0,ns,1
timelock,power of power,40000,,,54751500.0,ns,1
timelock,power of power,40000,,,56058700.0,ns,1
timelock,power of power,40000,,,54737200.0,ns,1
timelock,power of power,40000,,,54310400.0,ns,1
timelock,power of power,40000,,,54046500.0,ns,1
timelock,power of power,40000,,,54586000.0,ns,1
timelock,power of power,40000,,,56818100.0,ns,1
timelock,power of power,40000,,,54648700.0,ns,1
timelock,power of power,40000,,,54749100.0,ns,1
timelock,power of power,40000,,,55139500.0,ns,1
timelock,power of power,40000,,,54494000.0,ns,1
timelock,power of power,40000,,,54883800.0,ns,1
timelock,power of power,40000,,,54330900.0,ns,1
timelock,power of power,40000,,,53974100.0,ns,1
timelock,power of power,40000,,,55369100.0,ns,1
timelock,power of power,40000,,,53955900.0,ns,1
timelock,power of power,40000,,,54060900.0,ns,1
timelock,power of power,40000,,,54260500.0,ns,1
timelock,power of power,40000,,,54089600.0,ns,1
timelock,power of power,40000,,,56335700.0,ns,1
timelock,power of power,40000,,,54754700.0,ns,1
timelock,power of power,40000,,,55010600.0,ns,1
timelock,power of power,40000,,,54864900.0,ns,1
timelock,power of power,40000,,,55087700.0,ns,1
timelock,power of power,40000,,,54781400.0,ns,1
timelock,power of power,40000,,,55291900.0,ns,1
timelock,power of power,40000,,,54053700.0,ns,1
timelock,power of power,40000,,,55039400.0,ns,1
timelock,power of power,40000,,,55044300.0,ns,1
