group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,power of power,20000,,,57211500.0,ns,1
timelock,power of power,20000,,,56963100.0,ns,1
timelock,power of power,20000,,,55500500.0,ns,1
timelock,power of power,20000,,,54834800.0,ns,1
timelock,power of power,20000,,,54528500.0,ns,1
timelock,power of power,20000,,,53998200.0,ns,1
timelock,power of power,20000,,,56053100.0,ns,1
timelock,power of power,20000,,,54024900.0,ns,1
timelock,power of power,20000,,,55617400.0,ns,1
timelock,power of power,20000,,,56314700.0,ns,1
timelock,power of power,20000,,,54821900.0,ns,1
timelock,power of power,20000,,,54672000.0,ns,1
timelock,power of power,20000,,,54174700.0,ns,1
timelock,power of power,20000,,,54229300.0,ns,1
timelock,power of power,20000,,,55912500.0,ns,1
timelock,power of power,20000,,,54650000.0,ns,1
timelock,power of power,20000,,,54757800.0,ns,1
timelock,power of power,20000,,,54667000.0,ns,1
timelock,power of power,20000,,,54991400.0,ns,1
timelock,power of power,20000,,,55401200.0,ns,1
timelock,power of power,20000,,,54999800.0,ns,1
timelock,power of power,20000,,,54888700.0,ns,1
timelock,power of power,20000,,,55996900.0,ns,1
timelock,power of power,20000,,,54919500.0,ns,1
timelock,power of power,20000,,,54804300.0,ns,1
timelock,power of power,20000,,,55035600.0,ns,1
timelock,power of power,20000,,,54863200.0,ns,1
timelock,power of power,20000,,,56602000.0,ns,1
timelock,power of power,20000,,,54836400.0,ns,1
timelock,power of power,20000,,,54805100.0,ns,1
timelock,power of power,20000,,,54281600.0,ns,1
timelock,power of power,20000,,,54510700.0,ns,1
timelock,power of power,20000,,,54837900.0,ns,1
timelock,power of power,20000,,,54565800.0,ns,1
timelock,power of power,20000,,,54229900.0,ns,1
timelock,power of power,20000,,,56120600.0,ns,1
timelock,power of power,20000,,,55114600.0,ns,1
timelock,power of power,20000,,,55194400.0,ns,1
timelock,power of power,20000,,,55612800.0,ns,1
timelock,power of power,20000,,,55664400.0,ns,1
timelock,power of power,20000,,,57071700.0,ns,1
timelock,power of power,20000,,,54916700.0,ns,1
timelock,power of power,20000,,,54895300.0,ns,1
timelock,power of power,20000,,,55817700.0,ns,1
timelock,power of power,20000,,,54880800.0,ns,1
timelock,power of power,20000,,,54784400.0,ns,1
timelock,power of power,20000,,,55000300.0,ns,1
timelock,power of power,20000,,,55155300.0,ns,1
timelock,power of power,20000,,,55876700.0,ns,1
timelock,power of power,20000,,,54847200.0,ns,1
timelock,power of power,20000,,,54699800.0,ns,1
timelock,power of power,20000,,,54732900.0,ns,1
timelock,power of power,20000,,,53991300.0,ns,1
timelock,power of power,20000,,,55995300.0,ns,1
timelock,power of power,20000,,,54860300.0,ns,1
timelock,power of power,20000,,,54813600.0,ns,1
timelock,power of power,20000,,,56700700.0,ns,1
timelock,power of power,20000,,,55087800.0,ns,1
timelock,power of power,20000,,,54713600.0,ns,1
timelock,power of power,20000,,,54183800.0,ns,1
timelock,power of power,20000,,,54204000.0,ns,1
timelock,power of power,20000,,,55994400.0,ns,1
timelock,power of power,20000,,,54443200.0,ns,1
timelock,power of power,20000,,,54756000.0,ns,1
timelock,power of power,20000,,,54323700.0,ns,1
timelock,power of power,20000,,,54666900.0,ns,1
timelock,power of power,20000,,,55172100.0,ns,1
timelock,power of power,20000,,,55205800.0,ns,1
timelock,power of power,20000,,,54932700.0,ns,1
timelock,power of power,20000,,,55952900.0,ns,1
timelock,power of power,20000,,,54698700.0,ns,1
timelock,power of power,20000,,,54703400.0,ns,1
timelock,power of power,20000,,,55056300.0,ns,1
timelock,power of power,20000,,,54497500.0,ns,1
timelock,power of power,20000,,,55450900.0,ns,1
timelock,power of power,20000,,,55027100.0,ns,1
timelock,power of power,20000,,,55090000.0,ns,1
timelock,power of power,20000,,,54606100.0,ns,1
timelock,power of power,20000,,,54767600.0,ns,1
timelock,power of power,20000,,,54137200.0,ns,1
timelock,power of power,20000,,,54284200.0,ns,1
timelock,power of power,20000,,,55297600.0,ns,1
timelock,power of power,20000,,,55812600.0,ns,1
timelock,power of power,20000,,,54824400.0,ns,1
timelock,power of power,20000,,,54471700.0,ns,1
timelock,power of power,20000,,,55422400.0,ns,1
timelock,power of power,20000,,,54778800.0,ns,1
timelock,power of power,20000,,,56247400.0,ns,1
timelock,power of power,20000,,,54818600.0,ns,1
timelock,power of power,20000,,,54514800.0,ns,1
timelock,power of power,20000,,,55877100.0,ns,1
timelock,power of power,20000,,,55040100.0,ns,1
timelock,power of power,20000,,,54827700.0,ns,1
timelock,power of power,20000,,,55283000.0,ns,1
timelock,power of power,20000,,,55127700.0,ns,1
timelock,power of power,20000,,,56853800.0,ns,1
timelock,power of power,20000,,,55749600.0,ns,1
timelock,power of power,20000,,,54750000.0,ns,1
timelock,power of power,20000,,,54388600.0,ns,1
timelock,power of power,20000,,,54777000.0,ns,1
