group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,square t times,120000,,,975220800.0,ns,1
timelock,square t times,120000,,,981489400.0,ns,1
timelock,square t times,120000,,,980509500.0,ns,1
timelock,square t times,120000,,,971747700.0,ns,1
timelock,square t times,120000,,,972038300.0,ns,1
timelock,square t times,120000,,,976742800.0,ns,1
timelock,square t times,120000,,,976515300.0,ns,1
timelock,square t times,120000,,,977123700.0,ns,1
timelock,square t times,120000,,,973003700.0,ns,1
timelock,square t times,120000,,,979856800.0,ns,1
timelock,square t times,120000,,,998038400.0,ns,1
timelock,square t times,120000,,,995844000.0,ns,1
timelock,square t times,120000,,,980308200.0,ns,1
timelock,square t times,120000,,,967948000.0,ns,1
timelock,square t times,120000,,,975031600.0,ns,1
timelock,square t times,120000,,,989002300.0,ns,1
timelock,square t times,120000,,,998564500.0,ns,1
timelock,square t times,120000,,,975102900.0,ns,1
timelock,square t times,120000,,,979444900.0,ns,1
timelock,square t times,120000,,,981996200.0,ns,1
timelock,square t times,120000,,,976692500.0,ns,1
timelock,square t times,120000,,,976948600.0,ns,1
timelock,square t times,120000,,,975497800.0,ns,1
timelock,square t times,120000,,,989896200.0,ns,1
timelock,square t times,120000,,,974592500.0,ns,1
timelock,square t times,120000,,,990102800.0,ns,1
timelock,square t times,120000,,,974330700.0,ns,1
timelock,square t times,120000,,,969657300.0,ns,1
timelock,square t times,120000,,,979771500.0,ns,1
timelock,square t times,120000,,,994607000.0,ns,1
timelock,square t times,120000,,,992447700.0,ns,1
timelock,square t times,120000,,,968643000.0,ns,1
timelock,square t times,120000,,,967906400.0,ns,1
timelock,square t times,120000,,,973095400.0,ns,1
timelock,square t times,120000,,,976077300.0,ns,1
timelock,square t times,120000,,,1013063100.0,ns,1
timelock,square t times,120000,,,993783600.0,ns,1
timelock,square t times,120000,,,1000168300.0,ns,1
timelock,square t times,120000,,,974603100.0,ns,1
timelock,square t times,120000,,,973515500.0,ns,1
timelock,square t times,120000,,,1002263800.0,ns,1
timelock,square t times,120000,,,1002666500.0,ns,1
timelock,square t times,120000,,,996426900.0,ns,1
timelock,square t times,120000,,,971428600.0,ns,1
timelock,square t times,120000,,,975736300.0,ns,1
timelock,square t times,120000,,,975831100.0,ns,1
timelock,square t times,120000,,,978616600.0,ns,1
timelock,square t times,120000,,,1000616800.0,ns,1
timelock,square t times,120000,,,1002888000.0,ns,1
timelock,square t times,120000,,,997397500.0,ns,1
timelock,square t times,120000,,,998993800.0,ns,1
timelock,square t times,120000,,,998065500.0,ns,1
timelock,square t times,120000,,,971280200.0,ns,1
timelock,square t times,120000,,,975708100.0,ns,1
timelock,square t times,120000,,,976508000.0,ns,1
timelock,square t times,120000,,,976462400.0,ns,1
timelock,square t times,120000,,,999358000.0,ns,1
timelock,square t times,120000,,,1002061400.0,ns,1
timelock,square t times,120000,,,998316600.0,ns,1
timelock,square t times,120000,,,975687600.0,ns,1
timelock,square t times,120000,,,976492800.0,ns,1
timelock,square t times,120000,,,974290200.0,ns,1
timelock,square t times,120000,,,977842500.0,ns,1
timelock,square t times,120000,,,1006430000.0,ns,1
timelock,square t times,120000,,,999159500.0,ns,1
timelock,square t times,120000,,,969529200.0,ns,1
timelock,square t times,120000,,,974495200.0,ns,1
timelock,square t times,120000,,,975634400.0,ns,1
timelock,square t times,120000,,,973831800.0,ns,1
timelock,square t times,120000,,,977619300.0,ns,1
timelock,square t times,120000,,,977506200.0,ns,1
timelock,square t times,120000,,,996305900.0,ns,1
timelock,square t times,120000,,,977856100.0,ns,1
timelock,square t times,120000,,,971881100.0,ns,1
timelock,square t times,120000,,,971054500.0,ns,1
timelock,square t times,120000,,,977220800.0,ns,1
timelock,square t times,120000,,,986120200.0,ns,1
timelock,square t times,120000,,,1001304200.0,ns,1
timelock,square t times,120000,,,971310900.0,ns,1
timelock,square t times,120000,,,982148600.0,ns,1
timelock,square t times,120000,,,1003172100.0,ns,1
timelock,square t times,120000,,,995451000.0,ns,1
timelock,square t times,120000,,,997875000.0,ns,1
timelock,square t times,120000,,,983974700.0,ns,1
timelock,square t times,120000,,,972546800.0,ns,1
timelock,square t times,120000,,,974967000.0,ns,1
timelock,square t times,120000,,,975968900.0,ns,1
timelock,square t times,120000,,,977299700.0,ns,1
timelock,square t times,120000,,,982834400.0,ns,1
timelock,square t times,120000,,,975273500.0,ns,1
timelock,square t times,120000,,,981129500.0,ns,1
timelock,square t times,120000,,,973499200.0,ns,1
timelock,square t times,120000,,,977488700.0,ns,1
timelock,square t times,120000,,,1000277900.0,ns,1
timelock,square t times,120000,,,1003829900.0,ns,1
timelock,square t times,120000,,,971025100.0,ns,1
timelock,square t times,120000,,,974022300.0,ns,1
timelock,square t times,120000,,,982315700.0,ns,1
timelock,square t times,120000,,,979321900.0,ns,1
timelock,square t times,120000,,,974164100.0,ns,1
