group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,power of power,80000,,,61219800.0,ns,1
timelock,power of power,80000,,,55348100.0,ns,1
timelock,power of power,80000,,,56093600.0,ns,1
timelock,power of power,80000,,,55489000.0,ns,1
timelock,power of power,80000,,,54819700.0,ns,1
timelock,power of power,80000,,,55070100.0,ns,1
timelock,power of power,80000,,,54882200.0,ns,1
timelock,power of power,80000,,,56197700.0,ns,1
timelock,power of power,80000,,,54936400.0,ns,1
timelock,power of power,80000,,,54851700.0,ns,1
timelock,power of power,80000,,,54892200.0,ns,1
timelock,power of power,80000,,,54916800.0,ns,1
timelock,power of power,80000,,,56497000.0,ns,1
timelock,power of power,80000,,,54776800.0,ns,1
timelock,power of power,80000,,,54804100.0,ns,1
timelock,power of power,80000,,,55992900.0,ns,1
timelock,power of power,80000,,,54754100.0,ns,1
timelock,power of power,80000,,,54798700.0,ns,1
timelock,power of power,80000,,,55738500.0,ns,1
timelock,power of power,80000,,,55284100.0,ns,1
timelock,power of power,80000,,,57056300.0,ns,1
timelock,power of power,80000,,,55716500.0,ns,1
timelock,power of power,80000,,,54958700.0,ns,1
timelock,power of power,80000,,,55001100.0,ns,1
timelock,power of power,80000,,,54956000.0,ns,1
timelock,power of power,80000,,,55956100.0,ns,1
timelock,power of power,80000,,,54867200.0,ns,1
timelock,power of power,80000,,,54854800.0,ns,1
timelock,power of power,80000,,,55367500.0,ns,1
timelock,power of power,80000,,,54750600.0,ns,1
timelock,power of power,80000,,,56242000.0,ns,1
timelock,power of power,80000,,,55023200.0,ns,1
timelock,power of power,80000,,,54892100.0,ns,1
timelock,power of power,80000,,,56173400.0,ns,1
timelock,power of power,80000,,,54895700.0,ns,1
timelock,power of power,80000,,,54850200.0,ns,1
timelock,power of power,80000,,,54990600.0,ns,1
timelock,power of power,80000,,,54809400.0,ns,1
timelock,power of power,80000,,,56309800.0,ns,1
timelock,power of power,80000,,,55245000.0,ns,1
timelock,power of power,80000,,,56017400.0,ns,1
timelock,power of power,80000,,,54862800.0,ns,1
timelock,power of power,80000,,,54816200.0,ns,1
timelock,power of power,80000,,,55306000.0,ns,1
timelock,power of power,80000,,,54839500.0,ns,1
timelock,power of power,80000,,,54695400.0,ns,1
timelock,power of power,80000,,,56035000.0,ns,1
timelock,power of power,80000,,,54769100.0,ns,1
timelock,power of power,80000,,,54806600.0,ns,1
timelock,power of power,80000,,,54778800.0,ns,1
timelock,power of power,80000,,,55086900.0,ns,1
timelock,power of power,80000,,,56104200.0,ns,1
timelock,power of power,80000,,,54805500.0,ns,1
timelock,power of power,80000,,,54828300.0,ns,1
timelock,power of power,80000,,,54931100.0,ns,1
timelock,power of power,80000,,,54758500.0,ns,1
timelock,power of power,80000,,,54991800.0,ns,1
timelock,power of power,80000,,,55085500.0,ns,1
timelock,power of power,80000,,,55073000.0,ns,1
timelock,power of power,80000,,,56363900.0,ns,1
timelock,power of power,80000,,,54872300.0,ns,1
timelock,power of power,80000,,,54789800.0,ns,1
timelock,power of power,80000,,,54824200.0,ns,1
timelock,power of power,80000,,,54813500.0,ns,1
timelock,power of power,80000,,,56163800.0,ns,1
timelock,power of power,80000,,,54724000.0,ns,1
timelock,power of power,80000,,,54743100.0,ns,1
timelock,power of power,80000,,,55552200.0,ns,1
timelock,power of power,80000,,,54802000.0,ns,1
timelock,power of power,80000,,,55122600.0,ns,1
timelock,power of power,80000,,,54877700.0,ns,1
timelock,power of power,80000,,,55043300.0,ns,1
timelock,power of power,80000,,,55862200.0,ns,1
timelock,power of power,80000,,,54840800.0,ns,1
timelock,power of power,80000,,,54857900.0,ns,1
timelock,power of power,80000,,,54802900.0,ns,1
timelock,power of power,80000,,,54918300.0,ns,1
timelock,power of power,80000,,,56017700.0,ns,1
timelock,power of power,80000,,,54868100.0,ns,1
timelock,power of power,80000,,,55207100.0,ns,1
timelock,power of power,80000,,,56184700.0,ns,1
timelock,power of power,80000,,,54821500.0,ns,1
timelock,power of power,80000,,,55299200.0,ns,1
timelock,power of power,80000,,,54904000.0,ns,1
timelock,power of power,80000,,,54939700.0,ns,1
timelock,power of power,80000,,,56039500.0,ns,1
timelock,power of power,80000,,,54857200.0,ns,1
timelock,power of power,80000,,,55063200.0,ns,1
timelock,power of power,80000,,,55231200.0,ns,1
timelock,power of power,80000,,,54832200.0,ns,1
timelock,power of power,80000,,,55068800.0,ns,1
timelock,power of power,80000,,,54680800.0,ns,1
timelock,power of power,80000,,,54747600.0,ns,1
timelock,power of power,80000,,,55989700.0,ns,1
timelock,power of power,80000,,,55009100.0,ns,1
timelock,power of power,80000,,,54968000.0,ns,1
timelock,power of power,80000,,,54750300.0,ns,1
timelock,power of power,80000,,,54724400.0,ns,1
timelock,power of power,80000,,,56412300.0,ns,1
timelock,power of power,80000,,,54829900.0,ns,1
