group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,power of power,2000,,,67951200.0,ns,4
timelock,power of power,2000,,,66444500.0,ns,4
timelock,power of power,2000,,,65234400.0,ns,4
timelock,power of power,2000,,,64736500.0,ns,4
timelock,power of power,2000,,,65582000.0,ns,4
timelock,power of power,2000,,,65282300.0,ns,4
timelock,power of power,2000,,,65211600.0,ns,4
timelock,power of power,2000,,,64270600.0,ns,4
timelock,power of power,2000,,,71508800.0,ns,4
timelock,power of power,2000,,,74562800.0,ns,4
timelock,power of power,2000,,,75493400.0,ns,4
timelock,power of power,2000,,,75557500.0,ns,4
timelock,power of power,2000,,,74938000.0,ns,4
timelock,power of power,2000,,,74316200.0,ns,4
timelock,power of power,2000,,,74981800.0,ns,4
timelock,power of power,2000,,,75000900.0,ns,4
timelock,power of power,2000,,,77115600.0,ns,4
timelock,power of power,2000,,,76113500.0,ns,4
timelock,power of power,2000,,,74537800.0,ns,4
timelock,power of power,2000,,,74087700.0,ns,4
timelock,power of power,2000,,,74941800.0,ns,4
timelock,power of power,2000,,,76860800.0,ns,4
timelock,power of power,2000,,,77375000.0,ns,4
timelock,power of power,2000,,,76842000.0,ns,4
timelock,power of power,2000,,,75490600.0,ns,4
timelock,power of power,2000,,,73477900.0,ns,4
timelock,power of power,2000,,,72971500.0,ns,4
timelock,power of power,2000,,,74081900.0,ns,4
timelock,power of power,2000,,,72353400.0,ns,4
timelock,power of power,2000,,,73027400.0,ns,4
timelock,power of power,2000,,,68923300.0,ns,4
timelock,power of power,2000,,,65636800.0,ns,4
timelock,power of power,2000,,,65305300.0,ns,4
timelock,power of power,2000,,,65183600.0,ns,4
timelock,power of power,2000,,,65901300.0,ns,4
timelock,power of power,2000,,,65279500.0,ns,4
timelock,power of power,2000,,,65470100.0,ns,4
timelock,power of power,2000,,,65188000.0,ns,4
timelock,power of power,2000,,,64905900.0,ns,4
timelock,power of power,2000,,,65237400.0,ns,4
timelock,power of power,2000,,,65385100.0,ns,4
timelock,power of power,2000,,,65178200.0,ns,4
timelock,power of power,2000,,,65730200.0,ns,4
timelock,power of power,2000,,,64857700.0,ns,4
timelock,power of power,2000,,,65923500.0,ns,4
timelock,power of power,2000,,,65235100.0,ns,4
timelock,power of power,2000,,,65300300.0,ns,4
timelock,power of power,2000,,,65224700.0,ns,4
timelock,power of power,2000,,,65079000.0,ns,4
timelock,power of power,2000,,,65239500.0,ns,4
timelock,power of power,2000,,,65752900.0,ns,4
timelock,power of power,2000,,,64988600.0,ns,4
timelock,power of power,2000,,,65281400.0,ns,4
timelock,power of power,2000,,,65337100.0,ns,4
timelock,power of power,2000,,,65122000.0,ns,4
timelock,power of power,2000,,,65213300.0,ns,4
timelock,power of power,2000,,,64897400.0,ns,4
timelock,power of power,2000,,,65676800.0,ns,4
timelock,power of power,2000,,,65115100.0,ns,4
timelock,power of power,2000,,,65198000.0,ns,4
timelock,power of power,2000,,,64969000.0,ns,4
timelock,power of power,2000,,,65455300.0,ns,4
timelock,power of power,2000,,,65387800.0,ns,4
timelock,power of power,2000,,,64877200.0,ns,4
timelock,power of power,2000,,,65281400.0,ns,4
timelock,power of power,2000,,,65353000.0,ns,4
timelock,power of power,2000,,,65530100.0,ns,4
timelock,power of power,2000,,,65340400.0,ns,4
timelock,power of power,2000,,,65246800.0,ns,4
timelock,power of power,2000,,,64825800.0,ns,4
timelock,power of power,2000,,,65731100.0,ns,4
timelock,power of power,2000,,,64910600.0,ns,4
timelock,power of power,2000,,,65324300.0,ns,4
timelock,power of power,2000,,,65110800.0,ns,4
timelock,power of power,2000,,,65608300.0,ns,4
timelock,power of power,2000,,,65184500.0,ns,4
timelock,power of power,2000,,,65291500.0,ns,4
timelock,power of power,2000,,,65293100.0,ns,4
timelock,power of power,2000,,,65820200.0,ns,4
timelock,power of power,2000,,,65040200.0,ns,4
timelock,power of power,2000,,,65203200.0,ns,4
timelock,power of power,2000,,,65307000.0,ns,4
timelock,power of power,2000,,,65431000.0,ns,4
timelock,power of power,2000,,,65413500.0,ns,4
timelock,power of power,2000,,,64916400.0,ns,4
timelock,power of power,2000,,,65386200.0,ns,4
timelock,power of power,2000,,,65046900.0,ns,4
timelock,power of power,2000,,,65267800.0,ns,4
timelock,power of power,2000,,,65035000.0,ns,4
timelock,power of power,2000,,,65374600.0,ns,4
timelock,power of power,2000,,,65277400.0,ns,4
timelock,power of power,2000,,,65823600.0,ns,4
timelock,power of power,2000,,,65417900.0,ns,4
timelock,power of power,2000,,,65170800.0,ns,4
timelock,power of power,2000,,,65310300.0,ns,4
timelock,power of power,2000,,,66693300.0,ns,4
timelock,power of power,2000,,,65503000.0,ns,4
timelock,power of power,2000,,,66006900.0,ns,4
timelock,power of power,2000,,,65990200.0,ns,4
timelock,power of power,2000,,,65069500.0,ns,4
