group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,power of power,5000,,,82366400.0,ns,2
timelock,power of power,5000,,,82079700.0,ns,2
timelock,power of power,5000,,,81570100.0,ns,2
timelock,power of power,5000,,,81550300.0,ns,2
timelock,power of power,5000,,,82295900.0,ns,2
timelock,power of power,5000,,,82032900.0,ns,2
timelock,power of power,5000,,,81807200.0,ns,2
timelock,power of power,5000,,,80827500.0,ns,2
timelock,power of power,5000,,,80802100.0,ns,2
timelock,power of power,5000,,,80657700.0,ns,2
timelock,power of power,5000,,,81450600.0,ns,2
timelock,power of power,5000,,,82197900.0,ns,2
timelock,power of power,5000,,,81733100.0,ns,2
timelock,power of power,5000,,,81030000.0,ns,2
timelock,power of power,5000,,,81704500.0,ns,2
timelock,power of power,5000,,,80364500.0,ns,2
timelock,power of power,5000,,,82400100.0,ns,2
timelock,power of power,5000,,,80451700.0,ns,2
timelock,power of power,5000,,,81322700.0,ns,2
timelock,power of power,5000,,,81814000.0,ns,2
timelock,power of power,5000,,,82051000.0,ns,2
timelock,power of power,5000,,,82754400.0,ns,2
timelock,power of power,5000,,,80964200.0,ns,2
timelock,power of power,5000,,,81587400.0,ns,2
timelock,power of power,5000,,,80884100.0,ns,2
timelock,power of power,5000,,,81744900.0,ns,2
timelock,power of power,5000,,,81454900.0,ns,2
timelock,power of power,5000,,,81892200.0,ns,2
timelock,power of power,5000,,,81551700.0,ns,2
timelock,power of power,5000,,,81430400.0,ns,2
timelock,power of power,5000,,,80615500.0,ns,2
timelock,power of power,5000,,,81098700.0,ns,2
timelock,power of power,5000,,,82566700.0,ns,2
timelock,power of power,5000,,,81160700.0,ns,2
timelock,power of power,5000,,,80626800.0,ns,2
timelock,power of power,5000,,,80817300.0,ns,2
timelock,power of power,5000,,,81355800.0,ns,2
timelock,power of power,5000,,,80560100.0,ns,2
timelock,power of power,5000,,,81470400.0,ns,2
timelock,power of power,5000,,,80743500.0,ns,2
timelock,power of power,5000,,,81001400.0,ns,2
timelock,power of power,5000,,,80401300.0,ns,2
timelock,power of power,5000,,,81648700.0,ns,2
timelock,power of power,5000,,,80541700.0,ns,2
timelock,power of power,5000,,,80625700.0,ns,2
timelock,power of power,5000,,,81285800.0,ns,2
timelock,power of power,5000,,,81973500.0,ns,2
timelock,power of power,5000,,,80586900.0,ns,2
timelock,power of power,5000,,,80288000.0,ns,2
timelock,power of power,5000,,,81309300.0,ns,2
timelock,power of power,5000,,,80520400.0,ns,2
timelock,power of power,5000,,,80767900.0,ns,2
timelock,power of power,5000,,,80785000.0,ns,2
timelock,power of power,5000,,,81779800.0,ns,2
timelock,power of power,5000,,,80456100.0,ns,2
timelock,power of power,5000,,,81296500.0,ns,2
timelock,power of power,5000,,,80515700.0,ns,2
timelock,power of power,5000,,,80570900.0,ns,2
timelock,power of power,5000,,,80470200.0,ns,2
timelock,power of power,5000,,,81714400.0,ns,2
timelock,power of power,5000,,,80479500.0,ns,2
timelock,power of power,5000,,,80456400.0,ns,2
timelock,power of power,5000,,,81417600.0,ns,2
timelock,power of power,5000,,,81752700.0,ns,2
timelock,power of power,5000,,,80297800.0,ns,2
timelock,power of power,5000,,,80775700.0,ns,2
timelock,power of power,5000,,,81549400.0,ns,2
timelock,power of power,5000,,,80455500.0,ns,2
timelock,power of power,5000,,,81074300.0,ns,2
timelock,power of power,5000,,,80401000.0,ns,2
timelock,power of power,5000,,,80352000.0,ns,2
timelock,power of power,5000,,,81531200.0,ns,2
timelock,power of power,5000,,,81763700.0,ns,2
timelock,power of power,5000,,,80592200.0,ns,2
timelock,power of power,5000,,,80859400.0,ns,2
timelock,power of power,5000,,,81578700.0,ns,2
timelock,power of power,5000,,,80530100.0,ns,2
timelock,power of power,5000,,,80867100.0,ns,2
timelock,power of power,5000,,,81360000.0,ns,2
timelock,power of power,5000,,,82110000.0,ns,2
timelock,power of power,5000,,,80967400.0,ns,2
timelock,power of power,5000,,,83660500.0,ns,2
timelock,power of power,5000,,,84884100.0,ns,2
timelock,power of power,5000,,,85497300.0,ns,2
timelock,power of power,5000,,,81999500.0,ns,2
timelock,power of power,5000,,,82592300.0,ns,2
timelock,power of power,5000,,,81585400.0,ns,2
timelock,power of power,5000,,,81447300.0,ns,2
timelock,power of power,5000,,,81295800.0,ns,2
timelock,power of power,5000,,,80830200.0,ns,2
timelock,power of power,5000,,,80337700.0,ns,2
timelock,power of power,5000,,,80666500.0,ns,2
timelock,power of power,5000,,,81159400.0,ns,2
timelock,power of power,5000,,,80212200.0,ns,2
timelock,power of power,5000,,,81205000.0,ns,2
timelock,power of power,5000,,,80198700.0,ns,2
timelock,power of power,5000,,,81138100.0,ns,2
timelock,power of power,5000,,,80178300.0,ns,2
timelock,power of power,5000,,,81425000.0,ns,2
timelock,power of power,5000,,,80473800.0,ns,2
