group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,square t times,5000,,,83514700.0,ns,2
timelock,square t times,5000,,,83432400.0,ns,2
timelock,square t times,5000,,,84078500.0,ns,2
timelock,square t times,5000,,,83362200.0,ns,2
timelock,square t times,5000,,,84807600.0,ns,2
timelock,square t times,5000,,,82466300.0,ns,2
timelock,square t times,5000,,,82944500.0,ns,2
timelock,square t times,5000,,,84425700.0,ns,2
timelock,square t times,5000,,,82950900.0,ns,2
timelock,square t times,5000,,,82382200.0,ns,2
timelock,square t times,5000,,,82966900.0,ns,2
timelock,square t times,5000,,,81143900.0,ns,2
timelock,square t times,5000,,,82058400.0,ns,2
timelock,square t times,5000,,,84876700.0,ns,2
timelock,square t times,5000,,,84268600.0,ns,2
timelock,square t times,5000,,,82742000.0,ns,2
timelock,square t times,5000,,,82336300.0,ns,2
timelock,square t times,5000,,,82687700.0,ns,2
timelock,square t times,5000,,,83315900.0,ns,2
timelock,square t times,5000,,,82119500.0,ns,2
timelock,square t times,5000,,,81982200.0,ns,2
timelock,square t times,5000,,,84998400.0,ns,2
timelock,square t times,5000,,,82006300.0,ns,2
timelock,square t times,5000,,,81381000.0,ns,2
timelock,square t times,5000,,,81569900.0,ns,2
timelock,square t times,5000,,,82503700.0,ns,2
timelock,square t times,5000,,,81995000.0,ns,2
timelock,square t times,5000,,,82959800.0,ns,2
timelock,square t times,5000,,,82097000.0,ns,2
timelock,square t times,5000,,,82288400.0,ns,2
timelock,square t times,5000,,,82819000.0,ns,2
timelock,square t times,5000,,,81509100.0,ns,2
timelock,square t times,5000,,,81858800.0,ns,2
timelock,square t times,5000,,,81936200.0,ns,2
timelock,square t times,5000,,,81330200.0,ns,2
timelock,square t times,5000,,,81838300.0,ns,2
timelock,square t times,5000,,,84268500.0,ns,2
timelock,square t times,5000,,,81291600.0,ns,2
timelock,square t times,5000,,,82384700.0,ns,2
timelock,square t times,5000,,,81669600.0,ns,2
timelock,square t times,5000,,,82682600.0,ns,2
timelock,square t times,5000,,,83804100.0,ns,2
timelock,square t times,5000,,,83143700.0,ns,2
timelock,square t times,5000,,,82861600.0,ns,2
timelock,square t times,5000,,,87687800.0,ns,2
timelock,square t times,5000,,,83024700.0,ns,2
timelock,square t times,5000,,,82935600.0,ns,2
timelock,square t times,5000,,,83214800.0,ns,2
timelock,square t times,5000,,,81807200.0,ns,2
timelock,square t times,5000,,,81224500.0,ns,2
timelock,square t times,5000,,,82914200.0,ns,2
timelock,square t times,5000,,,82476400.0,ns,2
timelock,square t times,5000,,,82591500.0,ns,2
timelock,square t times,5000,,,84145200.0,ns,2
timelock,square t times,5000,,,82406000.0,ns,2
timelock,square t times,5000,,,81249500.0,ns,2
timelock,square t times,5000,,,82310800.0,ns,2
timelock,square t times,5000,,,83054400.0,ns,2
timelock,square t times,5000,,,80948400.0,ns,2
timelock,square t times,5000,,,83745800.0,ns,2
timelock,square t times,5000,,,82256100.0,ns,2
timelock,square t times,5000,,,81318500.0,ns,2
timelock,square t times,5000,,,82916000.0,ns,2
timelock,square t times,5000,,,83292700.0,ns,2
timelock,square t times,5000,,,83381900.0,ns,2
timelock,square t times,5000,,,81710000.0,ns,2
timelock,square t times,5000,,,82893900.0,ns,2
timelock,square t times,5000,,,84283400.0,ns,2
timelock,square t times,5000,,,82078700.0,ns,2
timelock,square t times,5000,,,81113200.0,ns,2
timelock,square t times,5000,,,83191400.0,ns,2
timelock,square t times,5000,,,83205700.0,ns,2
timelock,square t times,5000,,,82354200.0,ns,2
timelock,square t times,5000,,,82265600.0,ns,2
timelock,square t times,5000,,,82359500.0,ns,2
timelock,square t times,5000,,,81286100.0,ns,2
timelock,square t times,5000,,,81071900.0,ns,2
timelock,square t times,5000,,,83048000.0,ns,2
timelock,square t times,5000,,,82262500.0,ns,2
timelock,square t times,5000,,,84609900.0,ns,2
timelock,square t times,5000,,,83880300.0,ns,2
timelock,square t times,5000,,,81425300.0,ns,2
timelock,square t times,5000,,,82972800.0,ns,2
timelock,square t times,5000,,,82291200.0,ns,2
timelock,square t times,5000,,,81452800.0,ns,2
timelock,square t times,5000,,,82822300.0,ns,2
timelock,square t times,5000,,,82013600.0,ns,2
timelock,square t times,5000,,,81473700.0,ns,2
timelock,square t times,5000,,,81116000.0,ns,2
timelock,square t times,5000,,,81394100.0,ns,2
timelock,square t times,5000,,,80830500.0,ns,2
timelock,square t times,5000,,,81584200.0,ns,2
timelock,square t times,5000,,,82509200.0,ns,2
timelock,square t times,5000,,,82565000.0,ns,2
timelock,square t times,5000,,,82414800.0,ns,2
timelock,square t times,5000,,,80930800.0,ns,2
timelock,square t times,5000,,,82085300.0,ns,2
timelock,square t times,5000,,,81839000.0,ns,2
timelock,square t times,5000,,,81647600.0,ns,2
timelock,square t times,5000,,,82385900.0,ns,2
