group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,square t times,80000,,,650621700.0,ns,1
timelock,square t times,80000,,,649905600.0,ns,1
timelock,square t times,80000,,,653248500.0,ns,1
timelock,square t times,80000,,,640712300.0,ns,1
timelock,square t times,80000,,,646581100.0,ns,1
timelock,square t times,80000,,,648215300.0,ns,1
timelock,square t times,80000,,,643596600.0,ns,1
timelock,square t times,80000,,,647646600.0,ns,1
timelock,square t times,80000,,,650631900.0,ns,1
timelock,square t times,80000,,,654893900.0,ns,1
timelock,square t times,80000,,,669978800.0,ns,1
timelock,square t times,80000,,,668351400.0,ns,1
timelock,square t times,80000,,,657474200.0,ns,1
timelock,square t times,80000,,,653326800.0,ns,1
timelock,square t times,80000,,,653080700.0,ns,1
timelock,square t times,80000,,,652696400.0,ns,1
timelock,square t times,80000,,,667625500.0,ns,1
timelock,square t times,80000,,,652773400.0,ns,1
timelock,square t times,80000,,,651801400.0,ns,1
timelock,square t times,80000,,,655719200.0,ns,1
timelock,square t times,80000,,,652100300.0,ns,1
timelock,square t times,80000,,,649566300.0,ns,1
timelock,square t times,80000,,,650324000.0,ns,1
timelock,square t times,80000,,,654598800.0,ns,1
timelock,square t times,80000,,,650373700.0,ns,1
timelock,square t times,80000,,,664459700.0,ns,1
timelock,square t times,80000,,,652502600.0,ns,1
timelock,square t times,80000,,,650705200.0,ns,1
timelock,square t times,80000,,,655285600.0,ns,1
timelock,square t times,80000,,,666757100.0,ns,1
timelock,square t times,80000,,,663362900.0,ns,1
timelock,square t times,80000,,,647419300.0,ns,1
timelock,square t times,80000,,,650225100.0,ns,1
timelock,square t times,80000,,,651293000.0,ns,1
timelock,square t times,80000,,,652644300.0,ns,1
timelock,square t times,80000,,,666822200.0,ns,1
timelock,square t times,80000,,,663793000.0,ns,1
timelock,square t times,80000,,,666553800.0,ns,1
timelock,square t times,80000,,,648830000.0,ns,1
timelock,square t times,80000,,,644279700.0,ns,1
timelock,square t times,80000,,,664450000.0,ns,1
timelock,square t times,80000,,,665161400.0,ns,1
timelock,square t times,80000,,,664380000.0,ns,1
timelock,square t times,80000,,,652057300.0,ns,1
timelock,square t times,80000,,,655332200.0,ns,1
timelock,square t times,80000,,,649795300.0,ns,1
timelock,square t times,80000,,,651654000.0,ns,1
timelock,square t times,80000,,,666413700.0,ns,1
timelock,square t times,80000,,,665965900.0,ns,1
timelock,square t times,80000,,,664755300.0,ns,1
timelock,square t times,80000,,,666245500.0,ns,1
timelock,square t times,80000,,,664201200.0,ns,1
timelock,square t times,80000,,,644312200.0,ns,1
timelock,square t times,80000,,,645734800.0,ns,1
timelock,square t times,80000,,,650780400.0,ns,1
timelock,square t times,80000,,,649986800.0,ns,1
timelock,square t times,80000,,,665074900.0,ns,1
timelock,square t times,80000,,,664199000.0,ns,1
timelock,square t times,80000,,,663902500.0,ns,1
timelock,square t times,80000,,,644494500.0,ns,1
timelock,square t times,80000,,,646757800.0,ns,1
timelock,square t times,80000,,,641164100.0,ns,1
timelock,square t times,80000,,,646456000.0,ns,1
timelock,square t times,80000,,,666905500.0,ns,1
timelock,square t times,80000,,,658434800.0,ns,1
timelock,square t times,80000,,,640872500.0,ns,1
timelock,square t times,80000,,,647151800.0,ns,1
timelock,square t times,80000,,,649532500.0,ns,1
timelock,square t times,80000,,,652693600.0,ns,1
timelock,square t times,80000,,,644580300.0,ns,1
timelock,square t times,80000,,,649607400.0,ns,1
timelock,square t times,80000,,,659382000.0,ns,1
timelock,square t times,80000,,,658209100.0,ns,1
timelock,square t times,80000,,,645665700.0,ns,1
timelock,square t times,80000,,,644832500.0,ns,1
timelock,square t times,80000,,,651978600.0,ns,1
timelock,square t times,80000,,,657084900.0,ns,1
timelock,square t times,80000,,,665499900.0,ns,1
timelock,square t times,80000,,,642315700.0,ns,1
timelock,square t times,80000,,,649257200.0,ns,1
timelock,square t times,80000,,,669211500.0,ns,1
timelock,square t times,80000,,,657867100.0,ns,1
timelock,square t times,80000,,,659828800.0,ns,1
timelock,square t times,80000,,,650783500.0,ns,1
timelock,square t times,80000,,,642662000.0,ns,1
timelock,square t times,80000,,,647107300.0,ns,1
timelock,square t times,80000,,,649096300.0,ns,1
timelock,square t times,80000,,,647667500.0,ns,1
timelock,square t times,80000,,,650241000.0,ns,1
timelock,square t times,80000,,,644823600.0,ns,1
timelock,square t times,80000,,,647850900.0,ns,1
timelock,square t times,80000,,,645758300.0,ns,1
timelock,square t times,80000,,,648176800.0,ns,1
timelock,square t times,80000,,,662642300.0,ns,1
timelock,square t times,80000,,,666377500.0,ns,1
timelock,square t times,80000,,,643087300.0,ns,1
timelock,square t times,80000,,,643087000.0,ns,1
timelock,square t times,80000,,,649545700.0,ns,1
timelock,square t times,80000,,,648421000.0,ns,1
timelock,square t times,80000,,,641881200.0,ns,1
