group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
timelock,square t times,60000,,,491447300.0,ns,1
timelock,square t times,60000,,,489726300.0,ns,1
timelock,square t times,60000,,,492980600.0,ns,1
timelock,square t times,60000,,,484809300.0,ns,1
timelock,square t times,60000,,,486667500.0,ns,1
timelock,square t times,60000,,,489038300.0,ns,1
timelock,square t times,60000,,,488186900.0,ns,1
timelock,square t times,60000,,,490504000.0,ns,1
timelock,square t times,60000,,,487213000.0,ns,1
timelock,square t times,60000,,,489927800.0,ns,1
timelock,square t times,60000,,,500084400.0,ns,1
timelock,square t times,60000,,,499322900.0,ns,1
timelock,square t times,60000,,,492322200.0,ns,1
timelock,square t times,60000,,,486493500.0,ns,1
timelock,square t times,60000,,,487549800.0,ns,1
timelock,square t times,60000,,,490591300.0,ns,1
timelock,square t times,60000,,,497012600.0,ns,1
timelock,square t times,60000,,,485504700.0,ns,1
timelock,square t times,60000,,,490268700.0,ns,1
timelock,square t times,60000,,,491026600.0,ns,1
timelock,square t times,60000,,,487899200.0,ns,1
timelock,square t times,60000,,,489014200.0,ns,1
timelock,square t times,60000,,,488533500.0,ns,1
timelock,square t times,60000,,,491135100.0,ns,1
timelock,square t times,60000,,,488515900.0,ns,1
timelock,square t times,60000,,,498376500.0,ns,1
timelock,square t times,60000,,,487844500.0,ns,1
timelock,square t times,60000,,,488222200.0,ns,1
timelock,square t times,60000,,,492164000.0,ns,1
timelock,square t times,60000,,,500329400.0,ns,1
timelock,square t times,60000,,,498551600.0,ns,1
timelock,square t times,60000,,,486055500.0,ns,1
timelock,square t times,60000,,,489570300.0,ns,1
timelock,square t times,60000,,,489383100.0,ns,1
timelock,square t times,60000,,,489558200.0,ns,1
timelock,square t times,60000,,,500281300.0,ns,1
timelock,square t times,60000,,,497472300.0,ns,1
timelock,square t times,60000,,,500800900.0,ns,1
timelock,square t times,60000,,,487694300.0,ns,1
timelock,square t times,60000,,,490853900.0,ns,1
timelock,square t times,60000,,,499956900.0,ns,1
timelock,square t times,60000,,,500927900.0,ns,1
timelock,square t times,60000,,,499284100.0,ns,1
timelock,square t times,60000,,,486059800.0,ns,1
timelock,square t times,60000,,,487611700.0,ns,1
timelock,square t times,60000,,,488422400.0,ns,1
timelock,square t times,60000,,,489046600.0,ns,1
timelock,square t times,60000,,,500046300.0,ns,1
timelock,square t times,60000,,,500686300.0,ns,1
timelock,square t times,60000,,,499412400.0,ns,1
timelock,square t times,60000,,,499517700.0,ns,1
timelock,square t times,60000,,,499904300.0,ns,1
timelock,square t times,60000,,,486902700.0,ns,1
timelock,square t times,60000,,,489082700.0,ns,1
timelock,square t times,60000,,,488445500.0,ns,1
timelock,square t times,60000,,,488635300.0,ns,1
timelock,square t times,60000,,,500633400.0,ns,1
timelock,square t times,60000,,,501418300.0,ns,1
timelock,square t times,60000,,,499817200.0,ns,1
timelock,square t times,60000,,,487549800.0,ns,1
timelock,square t times,60000,,,488111400.0,ns,1
timelock,square t times,60000,,,486721400.0,ns,1
timelock,square t times,60000,,,489598400.0,ns,1
timelock,square t times,60000,,,502067400.0,ns,1
timelock,square t times,60000,,,499167300.0,ns,1
timelock,square t times,60000,,,485452100.0,ns,1
timelock,square t times,60000,,,490401700.0,ns,1
timelock,square t times,60000,,,489179500.0,ns,1
timelock,square t times,60000,,,487931600.0,ns,1
timelock,square t times,60000,,,488853400.0,ns,1
timelock,square t times,60000,,,489360500.0,ns,1
timelock,square t times,60000,,,497657400.0,ns,1
timelock,square t times,60000,,,489254000.0,ns,1
timelock,square t times,60000,,,486469900.0,ns,1
timelock,square t times,60000,,,486161200.0,ns,1
timelock,square t times,60000,,,490135000.0,ns,1
timelock,square t times,60000,,,493673300.0,ns,1
timelock,square t times,60000,,,500826200.0,ns,1
timelock,square t times,60000,,,486168000.0,ns,1
timelock,square t times,60000,,,490166600.0,ns,1
timelock,square t times,60000,,,501033600.0,ns,1
timelock,square t times,60000,,,498144600.0,ns,1
timelock,square t times,60000,,,499280800.0,ns,1
timelock,square t times,60000,,,493539800.0,ns,1
timelock,square t times,60000,,,486661000.0,ns,1
timelock,square t times,60000,,,488594300.0,ns,1
timelock,square t times,60000,,,488513200.0,ns,1
timelock,square t times,60000,,,488405600.0,ns,1
timelock,square t times,60000,,,492391500.0,ns,1
timelock,square t times,60000,,,486636300.0,ns,1
timelock,square t times,60000,,,489474100.0,ns,1
timelock,square t times,60000,,,487461100.0,ns,1
timelock,square t times,60000,,,488657700.0,ns,1
timelock,square t times,60000,,,498645800.0,ns,1
timelock,square t times,60000,,,503131600.0,ns,1
timelock,square t times,60000,,,485098000.0,ns,1
timelock,square t times,60000,,,486547500.0,ns,1
timelock,square t times,60000,,,492408800.0,ns,1
timelock,square t times,60000,,,489546200.0,ns,1
timelock,square t times,60000,,,489107000.0,ns,1
